eps,h,deltaL,xstar,Lpp,focus,corr,scaled_amp
-0.2,2.2,2.0,2.2769548505530432e-08,1.900000023979942,0.7254762455318858,2.119205106154709e-05,0.46678598782896435
-0.15000000000000002,2.15,2.0,2.2769548505530432e-08,1.7999999935014444,0.7453559938454125,2.165649027063843e-05,0.47701594218178184
-0.1,2.1,2.0,2.2769548505530432e-08,1.7000000074318677,0.7669649871709051,2.21563754991827e-05,0.4880266470696414
-0.04999999999999999,2.05,1.9999999999999996,1.085909616303e-12,1.5999999769533702,0.7905694207358326,2.2695862054167293e-05,0.4999096292197667
0.0,2.0,2.0,2.2769548505530432e-08,1.500000013088254,0.8164965773655545,2.3278011302307888e-05,0.5127323197214089
0.04999999999999999,1.95,2.0,2.2769548505530432e-08,1.4000000159164472,0.8451542499242835,2.391329726836311e-05,0.5267254243226449
0.10000000000000003,1.9,2.0,2.2769548505530432e-08,1.30000000764241,0.877058016729015,2.4602849374000257e-05,0.5419138201911985
0.15000000000000002,1.85,2.0,2.2769548505530432e-08,1.2000000215728335,0.9128709209697718,2.5355395415260773e-05,0.5584897498280404
0.2,1.8,2.0,2.2769548505530432e-08,1.1000000132987964,0.9534625834819992,2.6178936661569452e-05,0.5766294529204711
