W_over_d,name,deltaL,xstar,slope,rel_error,mincorr,maxcorr
4.0,bump_offaxis,2.5184352017938068,1.0748554411534974,2.5629798273579456,0.017687421749986276,3.902926293264386e-08,0.00033379352722495703
4.0,wave_b,2.5218185276129956,0.33699710723833864,2.498150211657799,-0.00938541599882665,1.3702567924767095e-07,0.0008084394040619447
5.0,bump_offaxis,2.5184352017938076,1.074855441305463,2.565767601307555,0.01879436861430219,3.8521497547350236e-08,0.00033252292243513004
5.0,wave_b,2.521818527612996,0.3369971028936267,2.4980663466886845,-0.009418671749863751,1.3710197177552175e-07,0.0008086421162487589
7.0,bump_offaxis,2.518435201793807,1.0748554411268079,2.5720033729021035,0.021270418659229837,3.740096077287092e-08,0.00032967414775808557
7.0,wave_b,2.5218185276129956,0.33699710833397345,2.4978596164050804,-0.009500648419215699,1.372793378973114e-07,0.0008091041850506464
